"upm","est_sel","ponde_2anios","estrato_rec","hwise_preocupa","hwise_disminucion","hwise_lavar_suficiente","hwise_cambio_planes","hwise_manos","hwise_banarse","hwise_beber","hwise_molesto","hwise_sed","hwise_apta","hwise_verguenza","hwise_alimentos","frec_agua_clean","escasez_clean","horas_z","temp_sin_agua_bin","almacena_tambo_no_tapa","almacena_cubeta_no_tapa","almacena_cubeta_con_tapa","almacena_tambo_con_tapa","gasto_z","ingreso_z","integrantes_z","agua_bin","indigena_d","mujer_jefa","HWISE_fs","CONT_fs","COPING_fs","Regimen"
1604300010371,162,138565445378894,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,3,0.905971760610157,1,0,1,0,1,-0.233233028372596,-0.934845038992872,0.439543815153273,1,0,0,-1.28081052889365,1.37772888792009,4.87382504738287e-05,"3"
1604300010371,162,199289687824054,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,-1.48813432474875,0,0,0,0,0,-0.304156196786229,-0.0384449854949059,-0.816567560204259,1,0,0,-1.29101073262132,1.08676332302329,-0.226458218185603,"3"
1604300010371,162,199289687824054,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,1,-0.399904285949248,0,0,0,0,0,-0.233233028372596,-0.934845038992872,0.439543815153273,1,0,0,-1.28622196221183,0.977487941653953,-0.196044681845578,"3"
1604300010371,162,199289687824054,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,1,0.905971760610157,0,0,0,0,0,-0.28075155120973,-0.934845038992872,-0.188511872525493,1,0,0,-1.29525340303571,1.20015976875261,-0.209642249927257,"3"
1604300010371,162,178323765981073,"Urbano",2,2,1,1,1,1,1,1,1,1,1,1,5,3,-0.399904285949248,0,0,0,1,1,-0.197771444165779,-0.934845038992872,-0.816567560204259,1,0,0,-1.1539570638353,0.988402160588005,-0.0150405539149055,"3"
1604300010371,162,178323765981073,"Urbano",2,2,1,2,1,1,1,1,1,2,1,1,5,5,-1.48813432474875,0,0,0,0,0,-0.190679127324416,-0.934845038992872,-0.188511872525493,1,0,0,-0.910273953216684,1.02790303424564,-0.197543434800915,"3"
1604300010371,162,178323765981073,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-0.399904285949248,0,0,0,0,1,-0.197771444165779,-0.934845038992872,-0.188511872525493,1,0,0,-1.28847367051374,1.16094574400395,-0.129312955246745,"3"
1604300010371,162,178323765981073,"Urbano",1,4,4,4,1,1,1,1,1,1,1,1,5,5,-1.5969573286287,0,0,0,0,0,-0.204863761007143,-0.0384449854949059,-0.188511872525493,1,0,0,0.178844643756321,0.80552517372665,-0.184620309857265,"4"
1604300010371,162,178323765981073,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,-1.3793113208688,0,0,0,0,0,-0.192097590692689,0.85795506800306,-0.188511872525493,1,0,1,-1.2937097271312,1.10673853561171,-0.234379170217057,"3"
1605300011836,163,105011612068296,"Metropolitano",1,1,1,1,2,1,1,1,1,1,1,1,4,1,-1.27048831698885,1,0,0,0,0,-0.176494493641689,-0.0384449854949059,-0.816567560204259,1,0,0,-1.13504564712243,0.667324265730757,-0.207020555552933,"3"
1605300011836,163,105011612068296,"Metropolitano",1,2,1,1,1,1,1,1,1,1,1,1,4,4,-0.399904285949248,0,1,0,1,0,-0.162309859958963,0.85795506800306,-0.188511872525493,1,0,0,-1.1538699762511,0.734261236654752,-0.0631795239114777,"2"
1605300011836,163,105011612068296,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,4,4,-0.399904285949248,0,0,0,0,0,0.192305982109202,-0.934845038992872,-0.816567560204259,1,0,0,-1.25788550686287,0.882753455693514,-0.207270448863937,"3"
1605300011836,163,139968140244539,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,1,0.905971760610157,1,0,0,0,0,-0.162309859958963,1.75435512150103,-0.816567560204259,1,0,1,-1.29501604793139,1.43033137962533,-0.263185349364008,"3"
1605300011836,163,139968140244539,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1.3793113208688,1,0,0,0,0,-0.162309859958963,-0.934845038992872,-0.816567560204259,1,0,0,-1.21463239694492,0.355370537928713,-0.185995009274157,"2"
1605300011836,163,139968140244539,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1.3793113208688,1,0,0,0,0,-0.0204635231316971,0.85795506800306,-0.188511872525493,1,0,0,-1.21433749031334,0.34680075678437,-0.20087040374738,"2"
1605300011836,163,139968140244539,"Metropolitano",1,1,1,1,1,1,1,1,1,2,1,1,3,3,-1.3793113208688,1,0,0,0,0,-0.197771444165779,-0.934845038992872,-1.44462324788302,1,0,0,-1.17120822496937,0.337286630801595,-0.191444687286706,"2"
1605300011836,163,139968140244539,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,-0.399904285949248,0,0,0,0,0,-0.197771444165779,-0.0384449854949059,-0.188511872525493,1,0,0,-1.2153687431908,0.384952236388645,-0.191112123559931,"2"
1605300011836,163,172145678814733,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,0.905971760610157,1,0,0,0,0,-0.176494493641689,-0.0384449854949059,-0.816567560204259,1,0,0,-1.30995577086432,1.60956211000258,-0.247870919941989,"3"
1605300011836,163,172145678814733,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,0.905971760610157,1,0,0,0,0,-0.176494493641689,-0.0384449854949059,-0.188511872525493,1,0,0,-1.30907516250363,1.61693499001727,-0.240798902655599,"3"
1605300011836,163,137459326919960,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,3,0.905971760610157,0,0,0,0,0,0.0504596452819358,1.75435512150103,-0.188511872525493,1,0,0,-1.29799387518599,1.43709758663545,-0.256137767265313,"3"
1605300011836,163,137459326919960,"Metropolitano",2,3,3,3,2,2,2,2,1,2,1,2,3,5,-1.3793113208688,0,0,0,0,0,-0.162309859958963,0.85795506800306,-0.188511872525493,1,0,1,0.316447065311915,-0.0199886813903245,-0.144697844246458,"4"
1605300011836,163,137459326919960,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,-0.0734352743093966,1,0,0,0,0,-0.176494493641689,2.65075517499899,1.06759950283204,1,0,0,-1.30025754166914,1.52869975873075,-0.256383670371361,"3"
1605300011836,163,188697789070416,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,0.905971760610157,1,0,0,0,0,-0.162309859958963,2.65075517499899,-0.816567560204259,1,0,0,-1.31339317640031,1.64313311073213,-0.28310716038022,"3"
1605300011836,163,188697789070416,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,1,0.905971760610157,0,0,0,0,0,-0.105571325228057,1.75435512150103,-0.188511872525493,1,0,1,-1.21921665556331,0.443898543205477,-0.216033627840544,"3"
1605300011836,163,188697789070416,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,2,0.905971760610157,0,0,0,0,0,-0.151671384696918,-0.934845038992872,-0.816567560204259,1,0,1,-1.29223673227851,1.40245865566175,-0.228179332193733,"3"
1605300011836,163,188697789070416,"Metropolitano",1,1,1,1,2,1,1,1,2,1,1,1,3,4,-1.1616653131089,0,0,0,0,0,-0.144579067855555,0.85795506800306,-1.44462324788302,1,0,1,-1.0633881046955,0.280988781218686,-0.20889092747539,"2"
1605300011836,163,188697789070416,"Metropolitano",1,2,2,1,2,2,2,2,2,1,1,2,3,1,-0.399904285949248,0,0,0,0,0,0.0149980610751194,2.65075517499899,-0.816567560204259,1,0,1,-0.43697674369784,0.0553412971698117,-0.198205362859412,"2"
1700400050289,172,175507429698156,"Urbano",2,1,3,2,2,2,2,2,2,2,2,2,4,2,0.0353877295705538,1,0,0,0,0,-0.0204635231316971,-0.934845038992872,-1.44462324788302,1,0,1,0.0231862897791534,0.552052369200588,-0.179719831621925,"4"
1700400050289,172,175507429698156,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1.1616653131089,1,0,1,0,1,-0.304156196786229,-0.0384449854949059,-0.816567560204259,1,0,0,-1.22356372472526,-0.0232985315701243,0.0171129704753538,"2"
1700400050289,172,175507429698156,"Urbano",2,1,2,2,2,2,2,2,2,2,2,2,4,3,0.470679745090355,1,0,0,0,0,-0.339617780993045,-0.0384449854949059,1.06759950283204,1,0,0,-0.168731318453206,0.749289314235235,-0.175541766225342,"4"
1700400050289,172,175507429698156,"Urbano",2,2,2,2,1,1,1,2,1,1,1,1,3,2,-0.944019305349,0,1,1,1,0,-0.304156196786229,-0.934845038992872,0.439543815153273,1,0,1,-0.527550723385063,-0.303066415999114,0.175964767746289,"2"
1700400050289,172,175507429698156,"Urbano",2,2,2,2,2,2,2,2,2,2,2,2,3,2,-1.27048831698885,1,0,0,0,0,-0.197771444165779,-0.934845038992872,0.439543815153273,1,0,0,-0.0825227205509841,-0.113746518969881,-0.140751933987531,"4"
1700400050289,172,129557976268678,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1.05284230922895,0,1,0,0,1,-0.162309859958963,-0.0384449854949059,1.06759950283204,1,0,0,-1.20676861226579,-0.574428327027399,0.00147104823513389,"2"
1700400050289,172,129557976268678,"Urbano",5,5,5,5,5,5,5,5,5,5,1,1,1,1,-1.48813432474875,1,0,1,0,0,-0.360894731517135,-0.0384449854949059,2.32371087818957,1,0,0,2.81902956485132,-1.76646534551738,0.098507899228224,"1"
1700400050289,172,129557976268678,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1.3793113208688,1,0,0,0,0,-0.289971563103502,-0.934845038992872,-0.816567560204259,1,0,0,-1.25340549216392,0.148883545901038,-0.183296726904619,"2"
1700400050289,172,129557976268678,"Urbano",2,2,2,2,3,2,3,2,2,2,3,2,4,3,-0.182258278189347,1,0,0,0,0,-0.201317602586461,1.75435512150103,0.439543815153273,1,0,1,0.0980069682706708,0.57469377911645,-0.199766362059503,"4"
1700400050289,172,109997478404794,"Urbano",1,3,4,4,1,4,1,5,1,1,1,1,2,2,-1.05284230922895,0,0,0,0,1,-0.162309859958963,-0.0384449854949059,0.439543815153273,1,0,0,1.01446461651599,-0.938542993286601,-0.030127114519612,"1"
1700400050289,172,109997478404794,"Urbano",2,2,2,2,3,3,2,2,1,2,2,3,4,4,0.905971760610157,1,0,0,0,0,0.333443087252331,-0.934845038992872,-0.816567560204259,0,0,1,-0.460645080490488,1.56702146423611,-0.252335300265217,"3"
1700400050289,172,109997478404794,"Urbano",4,5,2,3,1,1,1,1,1,1,1,1,2,2,-1.05284230922895,0,0,0,0,0,-0.339617780993045,-0.934845038992872,1.06759950283204,1,0,0,-0.148352470847686,-0.672400867258361,-0.117816465793582,"4"
1700400050289,172,109997478404794,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,2,5,-1.5969573286287,1,0,0,0,0,-0.339617780993045,-0.934845038992872,1.06759950283204,1,0,0,-1.23237116123121,-0.194684561373893,-0.152178154866281,"2"
1700400050289,172,109997478404794,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,0.905971760610157,1,0,0,0,0,0.0504596452819358,-0.0384449854949059,0.439543815153273,1,0,0,-1.32456478698293,1.65914331793106,-0.23196544089126,"3"
1700400050289,172,109997478404794,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,0.905971760610157,0,0,0,0,0,-0.353802414675772,-0.0384449854949059,-0.188511872525493,1,0,0,-1.25934480474856,0.402473232487852,-0.198083759351487,"2"
1700400050289,172,109997478404794,"Urbano",4,4,4,1,1,1,1,1,1,1,1,1,2,2,-1.27048831698885,1,0,0,0,0,-0.289971563103502,1.75435512150103,0.439543815153273,1,0,0,-0.259648425283719,-0.568393171388602,-0.171001778257545,"4"
1700400050289,172,146852792013292,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1.27048831698885,0,0,0,1,0,-0.304156196786229,-0.934845038992872,-0.816567560204259,1,0,1,-1.22639826696312,-0.199188665059855,-0.0588679162582106,"2"
1700400050289,172,146852792013292,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,5,-1.3793113208688,1,0,0,0,1,-0.304156196786229,-0.934845038992872,-0.816567560204259,1,0,0,-1.24902097311934,0.257418174467882,-0.107346555370477,"2"
1700400050289,172,146852792013292,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1.1616653131089,1,0,0,0,0,0.274576857469016,-0.0384449854949059,0.439543815153273,1,0,1,-1.26951666347877,0.119837506780136,-0.184185520356947,"2"
1700400050289,172,146852792013292,"Urbano",1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1.1616653131089,1,0,0,0,0,-0.304156196786229,-0.0384449854949059,-0.188511872525493,1,0,0,-1.24908455271432,0.106982758837292,-0.18893039561865,"2"
1700400050289,172,159880055820922,"Urbano",3,3,2,2,3,3,3,3,1,3,1,3,3,3,0.905971760610157,0,0,0,0,0,-0.332525464151682,-0.934845038992872,1.06759950283204,1,0,1,0.438522325677475,0.108451905920432,-0.131131659951841,"4"
1700400050289,172,159880055820922,"Urbano",2,2,2,2,1,1,1,2,1,1,1,1,5,3,-1.48813432474875,0,0,0,0,0,-0.339617780993045,-0.934845038992872,1.06759950283204,1,0,0,-0.604581937516863,0.824500271265017,-0.172046984574501,"3"
1700400050289,172,159880055820922,"Urbano",2,2,2,2,1,1,1,1,1,1,1,1,2,2,-1.5969573286287,0,0,0,0,0,-0.346710097834408,-0.934845038992872,0.439543815153273,1,0,0,-0.668164859808019,-0.676294408585324,-0.133826434853989,"2"
1700400050289,172,159880055820922,"Urbano",4,4,3,1,1,1,1,1,1,2,1,1,3,1,-1.48813432474875,0,1,0,0,0,-0.34245470772959,1.75435512150103,0.439543815153273,1,0,0,-0.422329814314943,-0.369797722652054,-0.103501617414528,"2"
1700600010705,173,140651113010220,"Metropolitano",5,5,5,5,5,5,1,5,1,1,1,1,2,3,-0.399904285949248,1,1,1,1,1,-0.375079365199862,-0.934845038992872,-0.188511872525493,0,0,0,1.39458781574028,-0.137279337725857,0.205237570352129,"1"
1700600010705,173,140651113010220,"Metropolitano",2,2,2,2,1,2,1,1,1,1,1,2,5,1,-1.27048831698885,0,1,0,0,1,-0.233233028372596,-0.0384449854949059,0.439543815153273,1,0,0,-0.49662171636384,0.739799220854998,-0.030622187678817,"2"
1700600010705,173,140651113010220,"Metropolitano",3,2,3,3,3,3,1,4,1,1,2,3,3,1,-1.48813432474875,0,0,0,0,0,-0.268694612579412,-0.934845038992872,-0.816567560204259,1,0,1,0.84330582066969,-0.378636278050546,-0.101243692740563,"4"
1700600010705,173,140651113010220,"Metropolitano",3,3,1,1,1,1,1,1,1,1,1,1,3,3,-1.05284230922895,0,1,0,0,0,-0.304156196786229,-0.934845038992872,-0.816567560204259,1,0,1,-0.941566511324278,0.187060157093302,-0.111837811513373,"2"
1700600010705,173,115600207228471,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1.05284230922895,1,0,0,0,0,-0.233233028372596,-0.934845038992872,2.32371087818957,1,0,1,-1.21150180116823,0.443457028499848,-0.152654168654559,"2"
1700600010705,173,115600207228471,"Metropolitano",1,4,1,1,1,1,1,1,1,1,1,1,3,2,-1.27048831698885,1,0,0,0,0,-0.234651491740868,-0.934845038992872,1.06759950283204,1,0,0,-1.03008588016982,0.292496076723633,-0.156532488706731,"2"
1700600010705,173,115600207228471,"Metropolitano",5,5,5,5,5,5,1,5,1,1,1,1,1,1,-1.48813432474875,0,0,0,0,0,-0.289971563103502,-0.0384449854949059,-1.44462324788302,1,0,0,2.29202731557377,-1.62801557071221,-0.0321545792933666,"1"
1700600010705,173,115600207228471,"Metropolitano",5,5,5,5,1,4,1,5,1,1,1,1,2,3,-0.399904285949248,0,0,0,0,0,6.4803540936619,-0.934845038992872,1.06759950283204,1,0,0,1.67007432040469,-0.792206957491416,-0.0390662787434025,"1"
1700600010705,173,194101257794703,"Metropolitano",2,1,1,1,1,1,1,1,1,1,1,1,3,4,-0.617550293709148,1,0,0,0,0,-0.28642540468282,-0.0384449854949059,-1.44462324788302,1,0,1,-1.15946597401459,0.492848879018021,-0.208386239111989,"3"
1700600010705,173,194101257794703,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,0.905971760610157,0,0,0,0,0,-0.311248513627592,-0.0384449854949059,-0.188511872525493,1,0,1,-1.22664244044515,0.573029572803621,-0.198650102672021,"3"
1700600010705,173,194101257794703,"Metropolitano",2,2,1,1,1,1,1,1,1,1,1,1,3,2,-0.944019305349,0,1,0,0,0,-0.311248513627592,-0.934845038992872,0.439543815153273,1,0,1,-1.06142212111301,0.191523404677961,-0.100654069940001,"2"
1700600010705,173,194101257794703,"Metropolitano",2,2,1,2,1,1,1,2,1,2,1,1,3,3,-0.399904285949248,0,0,0,0,0,-0.204863761007143,2.65075517499899,0.439543815153273,1,0,0,-0.708059530062986,0.244370068749145,-0.198287876560708,"2"
1700600010705,173,194101257794703,"Metropolitano",1,2,1,1,1,1,1,1,1,1,1,1,3,3,0.905971760610157,0,0,0,0,0,-0.339617780993045,-0.934845038992872,-0.188511872525493,1,0,0,-1.16890569803783,0.560760703893069,-0.185300375341526,"3"
1700600010705,173,115351604632281,"Metropolitano",1,2,2,1,1,1,1,1,1,1,1,1,3,5,-1.3793113208688,0,0,0,0,1,-0.289971563103502,1.75435512150103,1.6956551905108,1,0,1,-0.928211824750114,0.236831419025653,-0.0914587743842828,"2"
1700600010705,173,115351604632281,"Metropolitano",1,3,2,3,1,2,1,3,1,1,1,1,4,2,-1.48813432474875,0,1,0,0,0,-0.311248513627592,-0.934845038992872,1.06759950283204,1,0,1,-0.132811853002099,0.329475120959107,-0.0730064899678752,"4"
1700600010705,173,115351604632281,"Metropolitano",1,1,1,2,1,1,1,1,1,2,1,2,3,2,-0.944019305349,0,0,0,0,0,-0.148125226276236,-0.934845038992872,0.439543815153273,1,0,0,-0.846400564280952,0.178429488658666,-0.154417725771952,"2"
1700600010705,173,119525511378844,"Metropolitano",1,3,3,2,1,1,1,1,1,1,1,1,3,2,-1.5969573286287,1,0,0,0,0,-0.233233028372596,0.85795506800306,0.439543815153273,1,0,0,-0.473908093818937,0.0873865992142324,-0.163264291783474,"2"
1700600010705,173,119525511378844,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1.05284230922895,1,0,0,0,0,0.310038441675832,1.75435512150103,1.06759950283204,1,0,0,-1.21857946924944,0.397730401608344,-0.199485153722002,"2"
1700600010705,173,119525511378844,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,4,4,-1.1616653131089,0,0,0,0,0,-0.204863761007143,-0.934845038992872,0.439543815153273,1,0,1,-1.24304155852938,0.798656343191,-0.18908809395273,"3"
1700600010705,173,119525511378844,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,4,2,-1.1616653131089,0,0,0,0,0,-0.289971563103502,-0.0384449854949059,0.439543815153273,1,0,0,-1.23498300486067,0.673371331605729,-0.195373309052159,"3"
1700600011027,173,374978973238860,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.27048831698885,1,0,0,0,0,-0.162309859958963,-0.934845038992872,-0.816567560204259,1,0,0,-1.28735582420147,1.31346121418895,-0.224635244809998,"3"
1700600011027,173,262814210191096,"Metropolitano",2,3,2,1,1,1,1,1,1,1,1,1,5,5,-1.27048831698885,1,0,0,0,0,-0.197771444165779,2.65075517499899,-0.188511872525493,1,0,0,-0.907654878784096,1.2525578020718,-0.249668418247751,"3"
1700600011027,173,262814210191096,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.27048831698885,1,0,0,0,0,-0.289971563103502,-0.0384449854949059,-0.816567560204259,1,0,1,-1.28435597462982,1.31185169348095,-0.235816856610699,"3"
1700600011027,173,262814210191096,"Metropolitano",1,2,1,1,1,1,1,1,1,1,1,1,5,5,-1.3793113208688,1,0,0,0,0,-0.233233028372596,2.65075517499899,-0.188511872525493,1,0,0,-1.22831658359083,1.31737450745585,-0.260992806985495,"3"
1700600011027,173,262814210191096,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,-1.5969573286287,0,0,0,0,0,-0.311248513627592,0.85795506800306,-1.44462324788302,1,0,0,-1.27900067052266,1.19556459368889,-0.24983538264339,"3"
1700600011027,173,386570040755136,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,5,-1.48813432474875,0,0,0,0,0,-0.289971563103502,0.85795506800306,-0.816567560204259,1,0,0,-1.27945706824157,1.21800462078091,-0.243371381002088,"3"
1700600011027,173,386570040755136,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.3793113208688,1,0,0,0,0,-0.233233028372596,-0.0384449854949059,-0.188511872525493,1,0,0,-1.28438437398008,1.29844003102447,-0.227952919952179,"3"
1700600011027,173,271975489849174,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.48813432474875,1,0,0,0,0,-0.233233028372596,-0.0384449854949059,-0.188511872525493,1,0,1,-1.28166333134758,1.28855958506525,-0.227509041521549,"3"
1700600011027,173,271975489849174,"Metropolitano",2,2,2,2,2,2,2,3,1,1,1,3,5,4,-1.05284230922895,0,0,0,1,0,-0.233233028372596,-0.934845038992872,-0.188511872525493,1,0,1,-0.028470428627946,0.86930682865052,-0.0750158658651144,"4"
1700600011027,173,271975489849174,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.5969573286287,0,0,0,0,0,-0.233233028372596,0.85795506800306,-0.816567560204259,1,0,0,-1.27451452257397,1.14609689571315,-0.240472244752041,"3"
1700600011027,173,401019179713782,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,1,-1.27048831698885,0,0,0,0,0,-0.162309859958963,0.85795506800306,-0.816567560204259,1,0,0,-1.26573868836273,1.02198961846123,-0.23546811047262,"3"
1700600011027,173,401019179713782,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.27048831698885,1,0,0,0,0,-0.304156196786229,-0.0384449854949059,0.439543815153273,1,0,0,-1.28404036426405,1.32137284565824,-0.221507272929705,"3"
1700600011027,173,401019179713782,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,-1.05284230922895,1,0,0,0,0,-0.268694612579412,2.65075517499899,-1.44462324788302,1,0,1,-1.28675734425467,1.31195003810372,-0.277072615320632,"3"
1700700010242,173,62831035100296.5,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1.48813432474875,0,0,0,0,0,-0.09138669154533,-0.0384449854949059,-0.188511872525493,1,0,1,-1.19463496271973,0.125028176073015,-0.180585625238475,"2"
1700700010242,173,62831035100296.5,"Metropolitano",5,1,1,1,1,1,1,2,1,1,1,4,3,1,-1.48813432474875,1,1,0,1,0,-0.268694612579412,0.85795506800306,-0.816567560204259,1,0,1,-0.489944381039608,-0.0762808161829778,-0.0212509858732181,"2"
1700700010242,173,62831035100296.5,"Metropolitano",5,5,1,1,1,1,1,1,1,1,1,1,3,1,-1.48813432474875,0,0,0,0,0,-0.09138669154533,-0.0384449854949059,-1.44462324788302,1,0,0,-0.698729297166792,-0.0187072751110742,-0.17607240870377,"2"
1700700010242,173,433966906974624,"Metropolitano",4,4,4,4,1,1,1,1,1,1,2,4,3,3,-1.3793113208688,0,0,0,0,0,0.121382813695569,2.65075517499899,-0.188511872525493,1,0,0,0.77744285769007,-0.267768851761138,-0.145016605372878,"4"
1700700010242,173,433966906974624,"Metropolitano",1,1,1,3,1,1,1,2,1,1,1,1,3,3,-1.27048831698885,0,1,0,0,0,-0.197771444165779,-0.934845038992872,-0.816567560204259,1,0,0,-0.637055076217253,0.0753379661669573,-0.0991394163071163,"2"
1700700010242,173,433966906974624,"Metropolitano",4,3,3,4,1,1,1,5,1,1,3,2,5,4,0.905971760610157,0,0,0,0,0,-0.192097590692689,0.85795506800306,-0.188511872525493,1,0,1,0.783421524809369,0.991793715017349,-0.170523791474067,"4"
1700700010242,173,433966906974624,"Metropolitano",2,2,1,1,1,1,1,1,1,1,1,1,5,4,-0.399904285949248,0,0,0,0,0,-0.270822307631821,2.65075517499899,-0.188511872525493,1,0,0,-1.16052825626238,1.27455337755182,-0.257495905174263,"3"
1700700010242,173,228403635249802,"Metropolitano",3,1,2,1,1,1,1,1,1,1,1,1,3,1,-1.27048831698885,0,0,0,0,0,-0.162309859958963,2.65075517499899,-0.188511872525493,1,0,0,-0.86875741759916,0.046386086012365,-0.202465902621715,"2"
1700700010242,173,228403635249802,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,2,-1.5969573286287,0,0,0,0,0,-0.162309859958963,-0.934845038992872,-0.188511872525493,1,0,0,-1.26632969172966,1.05542802703417,-0.206859279346072,"3"
1700700010242,173,228403635249802,"Metropolitano",1,4,4,1,1,1,1,4,1,1,1,1,4,3,0.905971760610157,0,0,0,0,0,0.0504596452819358,-0.0384449854949059,-1.44462324788302,1,0,0,-0.140066541463474,0.715147560948432,-0.188703694774332,"4"
1700700010242,173,228403635249802,"Metropolitano",3,3,1,1,1,1,1,1,1,1,1,1,5,1,0.905971760610157,0,1,0,0,0,2.60369370817272,0.85795506800306,2.32371087818957,1,0,0,-1.04279418867863,1.23479245669302,-0.139927864143415,"3"
1700700010242,173,298167088694302,"Metropolitano",2,1,1,1,1,1,1,1,1,1,1,1,5,3,-1.27048831698885,0,0,0,0,0,-0.09138669154533,0.85795506800306,-0.816567560204259,1,0,0,-1.20949315048577,1.11824777926217,-0.237582128721832,"3"
1700700010242,173,298167088694302,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,3,-1.3793113208688,0,0,0,0,0,-0.268694612579412,0.85795506800306,-0.816567560204259,1,0,0,-1.27222845948602,1.12022456002495,-0.23942821709989,"3"
1700700010242,173,298167088694302,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,2,0.905971760610157,0,0,0,0,0,-0.233233028372596,-0.934845038992872,1.06759950283204,1,0,0,-1.29045560042653,1.41971280182656,-0.206811144217032,"3"
1700700010242,173,298167088694302,"Metropolitano",1,1,1,1,1,1,1,1,1,2,1,1,5,3,-0.399904285949248,1,0,0,0,0,-0.233233028372596,-0.934845038992872,-0.188511872525493,1,0,0,-1.24679815244577,1.37533593507863,-0.218570368555749,"3"
1700700010261,173,189592190462994,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,4,0.905971760610157,0,1,0,0,0,-0.09138669154533,1.75435512150103,-0.188511872525493,1,0,0,-1.28506348630838,1.44322867897452,-0.195811486160442,"3"
1700700010261,173,189592190462994,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1.1616653131089,0,0,0,0,0,-0.162309859958963,0.85795506800306,-0.816567560204259,1,0,1,-1.20231672332338,0.212408305912869,-0.202771930032501,"2"
1700700010261,173,189592190462994,"Metropolitano",1,1,2,1,1,1,1,1,1,1,1,1,5,5,-0.399904285949248,1,0,0,0,0,6.71652824447929,0.85795506800306,-0.188511872525493,1,0,1,-1.16016556453808,1.40316906837225,-0.238204093642199,"3"
1700700010261,173,189592190462994,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,3,-0.399904285949248,0,0,0,0,0,0.192305982109202,-0.0384449854949059,-0.188511872525493,1,0,1,-1.28447465954507,1.27465399240407,-0.226955236734917,"3"
1700700010261,173,293089376561149,"Metropolitano",1,1,1,1,1,1,1,1,1,1,1,1,5,3,-0.399904285949248,0,0,0,0,0,0.155425934534112,0.85795506800306,-0.816567560204259,1,0,0,-1.28628100373044,1.25458554284632,-0.24485404779048,"3"
